hamlet input_files/Hamlet.txt/117
termes input_files/Othello.txt/4
little input_files/Othello.txt/19
assurd input_files/Othello.txt/4
beloud input_files/Othello.txt/1
effect input_files/Othello.txt/3
double input_files/Othello.txt/4
spight input_files/Othello.txt/3
honour input_files/Othello.txt/4
royall input_files/Othello.txt/2
speake input_files/Othello.txt/50
reachd input_files/Othello.txt/1
gentle input_files/Othello.txt/9
lights input_files/Othello.txt/2
diuine input_files/Othello.txt/2
heeles input_files/Othello.txt/1
senate input_files/Othello.txt/3
quests input_files/Othello.txt/1
troope input_files/Othello.txt/1
aduisd input_files/Othello.txt/1
intent input_files/Othello.txt/1
theefe input_files/Othello.txt/2
bright input_files/Othello.txt/1
swords input_files/Othello.txt/3
yeares input_files/Othello.txt/6
magick input_files/Othello.txt/1
tender input_files/Othello.txt/1
happie input_files/Othello.txt/2
curled input_files/Othello.txt/1
nation input_files/Othello.txt/1
sootie input_files/Othello.txt/1
bosome input_files/Othello.txt/5
motion input_files/Othello.txt/3
attach input_files/Othello.txt/1
abuser input_files/Othello.txt/1
resist input_files/Othello.txt/1
subdue input_files/Othello.txt/4
perill input_files/Othello.txt/2
charge input_files/Othello.txt/5
prison input_files/Othello.txt/1
course input_files/Othello.txt/13
direct input_files/Othello.txt/2
worthy input_files/Othello.txt/11
pagans input_files/Othello.txt/1
scaena input_files/Othello.txt/2
tertia input_files/Othello.txt/3
fortie input_files/Othello.txt/1
fleete input_files/Othello.txt/4
enough input_files/Othello.txt/10
secure input_files/Othello.txt/3
saylor input_files/Othello.txt/2
sailor input_files/Othello.txt/1
report input_files/Othello.txt/5
angelo input_files/Othello.txt/1
change input_files/Othello.txt/7
selues input_files/Othello.txt/6
facile input_files/Othello.txt/1
lackes input_files/Othello.txt/1
dressd input_files/Othello.txt/1
latest input_files/Othello.txt/1
danger input_files/Othello.txt/2
messen input_files/Othello.txt/1
toward input_files/Othello.txt/2
guesse input_files/Othello.txt/2
restem input_files/Othello.txt/1
prayes input_files/Othello.txt/1
marcus input_files/Othello.txt/1
employ input_files/Othello.txt/1
pardon input_files/Othello.txt/11
griefe input_files/Othello.txt/4
nature input_files/Othello.txt/15
stolne input_files/Othello.txt/4
bought input_files/Othello.txt/1
proper input_files/Othello.txt/5
humbly input_files/Othello.txt/7
thanke input_files/Othello.txt/9
hither input_files/Othello.txt/11
potent input_files/Othello.txt/2
speech input_files/Othello.txt/12
blessd input_files/Othello.txt/5
phrase input_files/Othello.txt/1
moones input_files/Othello.txt/1
wasted input_files/Othello.txt/2
tented input_files/Othello.txt/1
mighty input_files/Othello.txt/2
maiden input_files/Othello.txt/1
spirit input_files/Othello.txt/7
blushd input_files/Othello.txt/1
driuen input_files/Othello.txt/1
habits input_files/Othello.txt/1
forced input_files/Othello.txt/1
maides input_files/Othello.txt/1
office input_files/Othello.txt/8
iustly input_files/Othello.txt/3
ladies input_files/Othello.txt/2
storie input_files/Othello.txt/2
sieges input_files/Othello.txt/1
boyish input_files/Othello.txt/1
moment input_files/Othello.txt/2
mouing input_files/Othello.txt/2
scapes input_files/Othello.txt/1
deadly input_files/Othello.txt/1
thence input_files/Othello.txt/4
antars input_files/Othello.txt/1
pliant input_files/Othello.txt/1
meanes input_files/Othello.txt/7
prayer input_files/Othello.txt/3
dilate input_files/Othello.txt/1
teares input_files/Othello.txt/7
stroke input_files/Othello.txt/2
kisses input_files/Othello.txt/4
thankd input_files/Othello.txt/1
friend input_files/Othello.txt/16
broken input_files/Othello.txt/2
learne input_files/Othello.txt/2
heeres input_files/Othello.txt/6
mother input_files/Othello.txt/4
iewell input_files/Othello.txt/2
escape input_files/Othello.txt/1
louers input_files/Othello.txt/2
seeing input_files/Othello.txt/2
mourne input_files/Othello.txt/1
iniury input_files/Othello.txt/1
mockry input_files/Othello.txt/1
smiles input_files/Othello.txt/2
thiefe input_files/Othello.txt/1
spends input_files/Othello.txt/1
beares input_files/Othello.txt/3
heares input_files/Othello.txt/2
sorrow input_files/Othello.txt/2
borrow input_files/Othello.txt/1
strong input_files/Othello.txt/6
piercd input_files/Othello.txt/1
glosse input_files/Othello.txt/1
tirant input_files/Othello.txt/1
flinty input_files/Othello.txt/1
steele input_files/Othello.txt/1
agnize input_files/Othello.txt/1
prompt input_files/Othello.txt/1
besort input_files/Othello.txt/1
leuels input_files/Othello.txt/1
recide input_files/Othello.txt/1
assist input_files/Othello.txt/1
storme input_files/Othello.txt/1
subdud input_files/Othello.txt/2
visage input_files/Othello.txt/2
behind input_files/Othello.txt/3
bereft input_files/Othello.txt/1
heauie input_files/Othello.txt/3
comply input_files/Othello.txt/1
defend input_files/Othello.txt/3
wanton input_files/Othello.txt/3
officd input_files/Othello.txt/1
import input_files/Othello.txt/3
vertue input_files/Othello.txt/10
attend input_files/Othello.txt/4
wordly input_files/Othello.txt/1
sleepe input_files/Othello.txt/7
drowne input_files/Othello.txt/3
gynney input_files/Othello.txt/1
bodies input_files/Othello.txt/2
hisope input_files/Othello.txt/1
gender input_files/Othello.txt/2
braine input_files/Othello.txt/3
raging input_files/Othello.txt/2
stings input_files/Othello.txt/1
meerly input_files/Othello.txt/1
cables input_files/Othello.txt/1
fauour input_files/Othello.txt/5
vsurpd input_files/Othello.txt/1
moores input_files/Othello.txt/2
shalbe input_files/Othello.txt/2
choice input_files/Othello.txt/2
fraile input_files/Othello.txt/2
erring input_files/Othello.txt/2
cleane input_files/Othello.txt/1
drownd input_files/Othello.txt/3
depend input_files/Othello.txt/1
retell input_files/Othello.txt/1
euents input_files/Othello.txt/1
morrow input_files/Othello.txt/5
expend input_files/Othello.txt/1
profit input_files/Othello.txt/4
abroad input_files/Othello.txt/2
sheets input_files/Othello.txt/1
surety input_files/Othello.txt/1
smooth input_files/Othello.txt/2
worlds input_files/Othello.txt/3
descry input_files/Othello.txt/1
thinks input_files/Othello.txt/1
fuller input_files/Othello.txt/1
shooke input_files/Othello.txt/1
billow input_files/Othello.txt/1
clowds input_files/Othello.txt/1
quench input_files/Othello.txt/2
guards input_files/Othello.txt/1
embayd input_files/Othello.txt/1
laddes input_files/Othello.txt/1
turkes input_files/Othello.txt/3
wracke input_files/Othello.txt/1
lookes input_files/Othello.txt/5
parted input_files/Othello.txt/4
eriall input_files/Othello.txt/1
minute input_files/Othello.txt/1
expert input_files/Othello.txt/1
rankes input_files/Othello.txt/2
arriud input_files/Othello.txt/3
excels input_files/Othello.txt/1
windes input_files/Othello.txt/3
hauing input_files/Othello.txt/5
safely input_files/Othello.txt/1
breath input_files/Othello.txt/6
quicke input_files/Othello.txt/4
renewd input_files/Othello.txt/1
behold input_files/Othello.txt/5
riches input_files/Othello.txt/2
hearke input_files/Othello.txt/6
extend input_files/Othello.txt/1
lippes input_files/Othello.txt/7
tongue input_files/Othello.txt/6
chides input_files/Othello.txt/1
saints input_files/Othello.txt/1
diuels input_files/Othello.txt/5
praise input_files/Othello.txt/6
freeze input_files/Othello.txt/1
praisd input_files/Othello.txt/1
fooles input_files/Othello.txt/4
pranks input_files/Othello.txt/1
bestow input_files/Othello.txt/2
malice input_files/Othello.txt/4
angred input_files/Othello.txt/1
suckle input_files/Othello.txt/1
tricks input_files/Othello.txt/1
calmes input_files/Othello.txt/1
wakend input_files/Othello.txt/1
climbe input_files/Othello.txt/1
forbid input_files/Othello.txt/4
powers input_files/Othello.txt/1
castle input_files/Othello.txt/1
desird input_files/Othello.txt/1
master input_files/Othello.txt/2
listme input_files/Othello.txt/1
finger input_files/Othello.txt/3
diuell input_files/Othello.txt/18
degree input_files/Othello.txt/3
ciuill input_files/Othello.txt/3
hidden input_files/Othello.txt/1
subtle input_files/Othello.txt/1
finder input_files/Othello.txt/1
stampe input_files/Othello.txt/1
greene input_files/Othello.txt/3
mindes input_files/Othello.txt/1
grapes input_files/Othello.txt/1
paddle input_files/Othello.txt/1
mutiny input_files/Othello.txt/1
endure input_files/Othello.txt/2
lustie input_files/Othello.txt/1
eeuend input_files/Othello.txt/1
reward input_files/Othello.txt/1
plaine input_files/Othello.txt/1
herald input_files/Othello.txt/2
daunce input_files/Othello.txt/1
reuels input_files/Othello.txt/2
eleuen input_files/Othello.txt/1
tweene input_files/Othello.txt/1
clocke input_files/Othello.txt/1
earely input_files/Othello.txt/1
sounds input_files/Othello.txt/1
parley input_files/Othello.txt/1
modest input_files/Othello.txt/1
alarum input_files/Othello.txt/1
health input_files/Othello.txt/2
inuent input_files/Othello.txt/1
drinke input_files/Othello.txt/5
drunke input_files/Othello.txt/12
desire input_files/Othello.txt/2
fasten input_files/Othello.txt/1
mongst input_files/Othello.txt/1
flocke input_files/Othello.txt/1
offend input_files/Othello.txt/4
sailes input_files/Othello.txt/1
freely input_files/Othello.txt/5
clinke input_files/Othello.txt/4
learnd input_files/Othello.txt/2
pottle input_files/Othello.txt/1
crowne input_files/Othello.txt/2
tailor input_files/Othello.txt/1
cloake input_files/Othello.txt/1
hearet input_files/Othello.txt/1
heauns input_files/Othello.txt/1
sinnes input_files/Othello.txt/3
caesar input_files/Othello.txt/1
pittie input_files/Othello.txt/1
island input_files/Othello.txt/2
cradle input_files/Othello.txt/1
prizes input_files/Othello.txt/2
euills input_files/Othello.txt/1
hazard input_files/Othello.txt/1
knocke input_files/Othello.txt/1
mazard input_files/Othello.txt/1
goodly input_files/Othello.txt/2
diablo input_files/Othello.txt/1
ashamd input_files/Othello.txt/1
forgot input_files/Othello.txt/4
speaks input_files/Othello.txt/1
whence input_files/Othello.txt/3
brawle input_files/Othello.txt/2
groome input_files/Othello.txt/1
planet input_files/Othello.txt/1
bloody input_files/Othello.txt/8
legges input_files/Othello.txt/1
wisest input_files/Othello.txt/1
vnlace input_files/Othello.txt/1
amisse input_files/Othello.txt/2
begins input_files/Othello.txt/2
guides input_files/Othello.txt/1
twinnd input_files/Othello.txt/1
begant input_files/Othello.txt/1
league input_files/Othello.txt/1
crying input_files/Othello.txt/3
pursue input_files/Othello.txt/1
fright input_files/Othello.txt/2
outran input_files/Othello.txt/1
briefe input_files/Othello.txt/2
thrust input_files/Othello.txt/2
forget input_files/Othello.txt/3
strife input_files/Othello.txt/1
bodily input_files/Othello.txt/1
repute input_files/Othello.txt/1
looser input_files/Othello.txt/1
slight input_files/Othello.txt/1
parrat input_files/Othello.txt/1
sweare input_files/Othello.txt/6
shadow input_files/Othello.txt/1
enemie input_files/Othello.txt/1
steale input_files/Othello.txt/4
reuell input_files/Othello.txt/1
beasts input_files/Othello.txt/1
pleasd input_files/Othello.txt/2
shewes input_files/Othello.txt/4
seuere input_files/Othello.txt/1
liuing input_files/Othello.txt/2
graces input_files/Othello.txt/1
naming input_files/Othello.txt/1
cracke input_files/Othello.txt/1
aduise input_files/Othello.txt/2
seales input_files/Othello.txt/1
vnmake input_files/Othello.txt/1
whiles input_files/Othello.txt/1
enmash input_files/Othello.txt/1
filles input_files/Othello.txt/2
knowst input_files/Othello.txt/2
beaten input_files/Othello.txt/1
awhile input_files/Othello.txt/4
houres input_files/Othello.txt/3
retire input_files/Othello.txt/1
deuice input_files/Othello.txt/1
clowne input_files/Othello.txt/2
naples input_files/Othello.txt/1
musick input_files/Othello.txt/1
vanish input_files/Othello.txt/1
stirre input_files/Othello.txt/1
deuise input_files/Othello.txt/4
sorrie input_files/Othello.txt/1
refuse input_files/Othello.txt/1
suitor input_files/Othello.txt/2
breefe input_files/Othello.txt/2
duties input_files/Othello.txt/2
workes input_files/Othello.txt/4
become input_files/Othello.txt/1
breede input_files/Othello.txt/2
absent input_files/Othello.txt/2
assure input_files/Othello.txt/2
shrift input_files/Othello.txt/1
greefe input_files/Othello.txt/3
suffer input_files/Othello.txt/2
shallt input_files/Othello.txt/2
sooner input_files/Othello.txt/1
dinner input_files/Othello.txt/2
exceed input_files/Othello.txt/1
gloues input_files/Othello.txt/2
dishes input_files/Othello.txt/1
waight input_files/Othello.txt/1
strait input_files/Othello.txt/1
shewne input_files/Othello.txt/1
diddst input_files/Othello.txt/2
wooing input_files/Othello.txt/1
haddst input_files/Othello.txt/1
thourt input_files/Othello.txt/2
theyre input_files/Othello.txt/2
sworne input_files/Othello.txt/1
slaues input_files/Othello.txt/1
wheres input_files/Othello.txt/2
palace input_files/Othello.txt/1
breast input_files/Othello.txt/1
leetes input_files/Othello.txt/1
wrongd input_files/Othello.txt/2
abuses input_files/Othello.txt/1
shapes input_files/Othello.txt/1
faults input_files/Othello.txt/2
vnsure input_files/Othello.txt/1
whilst input_files/Othello.txt/2
beware input_files/Othello.txt/1
blisse input_files/Othello.txt/2
damned input_files/Othello.txt/4
doubts input_files/Othello.txt/1
winter input_files/Othello.txt/1
feares input_files/Othello.txt/2
playes input_files/Othello.txt/1
dances input_files/Othello.txt/1
leauet input_files/Othello.txt/1
vndone input_files/Othello.txt/3
issues input_files/Othello.txt/1
larger input_files/Othello.txt/1
affect input_files/Othello.txt/1
repent input_files/Othello.txt/4
humane input_files/Othello.txt/1
iesses input_files/Othello.txt/1
vapour input_files/Othello.txt/1
corner input_files/Othello.txt/1
forked input_files/Othello.txt/1
napkin input_files/Othello.txt/3
scarse input_files/Othello.txt/2
sweete input_files/Othello.txt/5
merrie input_files/Othello.txt/1
tasted input_files/Othello.txt/1
plumed input_files/Othello.txt/1
shrill input_files/Othello.txt/1
trumpe input_files/Othello.txt/1
banner input_files/Othello.txt/1
hindge input_files/Othello.txt/1
breeds input_files/Othello.txt/1
looses input_files/Othello.txt/1
kniues input_files/Othello.txt/1
indure input_files/Othello.txt/1
goates input_files/Othello.txt/2
wolues input_files/Othello.txt/1
entred input_files/Othello.txt/1
prickd input_files/Othello.txt/1
lately input_files/Othello.txt/1
mutter input_files/Othello.txt/1
pluckt input_files/Othello.txt/2
rootes input_files/Othello.txt/1
cursed input_files/Othello.txt/4
shrewd input_files/Othello.txt/1
thinly input_files/Othello.txt/1
peeces input_files/Othello.txt/1
hollow input_files/Othello.txt/2
throne input_files/Othello.txt/1
keepes input_files/Othello.txt/5
humble input_files/Othello.txt/1
marble input_files/Othello.txt/1
sacred input_files/Othello.txt/1
engage input_files/Othello.txt/1
thanks input_files/Othello.txt/1
quarta input_files/Othello.txt/1
sirrah input_files/Othello.txt/1
lodges input_files/Othello.txt/3
throat input_files/Othello.txt/2
humors input_files/Othello.txt/1
argues input_files/Othello.txt/1
deuout input_files/Othello.txt/1
rebels input_files/Othello.txt/1
franke input_files/Othello.txt/1
chucke input_files/Othello.txt/2
rhewme input_files/Othello.txt/1
looset input_files/Othello.txt/1
sybill input_files/Othello.txt/1
wormes input_files/Othello.txt/1
mummey input_files/Othello.txt/1
seenet input_files/Othello.txt/1
fetcht input_files/Othello.txt/1
tricke input_files/Othello.txt/2
former input_files/Othello.txt/3
member input_files/Othello.txt/1
delayd input_files/Othello.txt/1
cloath input_files/Othello.txt/2
humour input_files/Othello.txt/2
alterd input_files/Othello.txt/1
spoken input_files/Othello.txt/1
blanke input_files/Othello.txt/1
cannon input_files/Othello.txt/1
blowne input_files/Othello.txt/1
pudled input_files/Othello.txt/1
cleare input_files/Othello.txt/1
obiect input_files/Othello.txt/2
endues input_files/Othello.txt/1
bianca input_files/Othello.txt/11
nights input_files/Othello.txt/1
howres input_files/Othello.txt/1
leaden input_files/Othello.txt/1
gesses input_files/Othello.txt/1
womand input_files/Othello.txt/1
tempts input_files/Othello.txt/1
gladly input_files/Othello.txt/1
saidst input_files/Othello.txt/1
dotage input_files/Othello.txt/1
labour input_files/Othello.txt/3
inuest input_files/Othello.txt/1
shakes input_files/Othello.txt/3
caught input_files/Othello.txt/1
foames input_files/Othello.txt/1
sauage input_files/Othello.txt/1
horned input_files/Othello.txt/1
fiends input_files/Othello.txt/2
scuses input_files/Othello.txt/1
encaue input_files/Othello.txt/1
region input_files/Othello.txt/1
worser input_files/Othello.txt/1
killes input_files/Othello.txt/1
denies input_files/Othello.txt/1
intend input_files/Othello.txt/3
winnes input_files/Othello.txt/1
scoard input_files/Othello.txt/1
giuing input_files/Othello.txt/1
haunts input_files/Othello.txt/1
bauble input_files/Othello.txt/1
weepes input_files/Othello.txt/2
minxes input_files/Othello.txt/1
chance input_files/Othello.txt/2
laughd input_files/Othello.txt/1
yeeres input_files/Othello.txt/1
perish input_files/Othello.txt/1
taskes input_files/Othello.txt/2
needle input_files/Othello.txt/1
messes input_files/Othello.txt/1
fouler input_files/Othello.txt/1
vnkind input_files/Othello.txt/1
attone input_files/Othello.txt/1
angrie input_files/Othello.txt/1
amends input_files/Othello.txt/1
womans input_files/Othello.txt/1
auaunt input_files/Othello.txt/1
pierce input_files/Othello.txt/1
changd input_files/Othello.txt/1
denote input_files/Othello.txt/1
remoue input_files/Othello.txt/2
requit input_files/Othello.txt/1
chaste input_files/Othello.txt/3
purest input_files/Othello.txt/1
kneele input_files/Othello.txt/2
loyall input_files/Othello.txt/1
motiue input_files/Othello.txt/1
shames input_files/Othello.txt/1
steepd input_files/Othello.txt/1
vtmost input_files/Othello.txt/2
scorne input_files/Othello.txt/2
runnes input_files/Othello.txt/1
toades input_files/Othello.txt/1
sommer input_files/Othello.txt/1
louely input_files/Othello.txt/1
forges input_files/Othello.txt/1
deedes input_files/Othello.txt/1
meetes input_files/Othello.txt/1
behaud input_files/Othello.txt/1
sticke input_files/Othello.txt/1
misvse input_files/Othello.txt/1
begger input_files/Othello.txt/1
callet input_files/Othello.txt/1
deuisd input_files/Othello.txt/1
halter input_files/Othello.txt/1
squire input_files/Othello.txt/1
gainst input_files/Othello.txt/1
defeat input_files/Othello.txt/1
summon input_files/Othello.txt/1
staies input_files/Othello.txt/1
dealst input_files/Othello.txt/1
rodori input_files/Othello.txt/2
keepst input_files/Othello.txt/1
longer input_files/Othello.txt/1
iewels input_files/Othello.txt/3
mettle input_files/Othello.txt/1
valour input_files/Othello.txt/1
depute input_files/Othello.txt/1
taketh input_files/Othello.txt/1
twelue input_files/Othello.txt/1
growes input_files/Othello.txt/3
lodoui input_files/Othello.txt/1
checks input_files/Othello.txt/1
shrowd input_files/Othello.txt/1
nether input_files/Othello.txt/1
moanes input_files/Othello.txt/1
stones input_files/Othello.txt/2
knocks input_files/Othello.txt/1
vndoot input_files/Othello.txt/1
gownes input_files/Othello.txt/1
slacke input_files/Othello.txt/1
breake input_files/Othello.txt/2
galles input_files/Othello.txt/1
palats input_files/Othello.txt/1
rapier input_files/Othello.txt/1
marres input_files/Othello.txt/1
calles input_files/Othello.txt/1
guifts input_files/Othello.txt/1
beauty input_files/Othello.txt/1
minion input_files/Othello.txt/1
highes input_files/Othello.txt/1
groane input_files/Othello.txt/1
thinkt input_files/Othello.txt/1
vnsafe input_files/Othello.txt/1
nobody input_files/Othello.txt/1
spoyld input_files/Othello.txt/1
silent input_files/Othello.txt/1
garter input_files/Othello.txt/1
chaire input_files/Othello.txt/4
easily input_files/Othello.txt/2
faints input_files/Othello.txt/1
excuse input_files/Othello.txt/1
fruits input_files/Othello.txt/1
prythe input_files/Othello.txt/1
quight input_files/Othello.txt/1
scarre input_files/Othello.txt/1
whiter input_files/Othello.txt/1
betray input_files/Othello.txt/1
relume input_files/Othello.txt/1
pluckd input_files/Othello.txt/1
vitall input_files/Othello.txt/1
growth input_files/Othello.txt/1
wither input_files/Othello.txt/1
fatall input_files/Othello.txt/2
cruell input_files/Othello.txt/3
alacke input_files/Othello.txt/1
deaths input_files/Othello.txt/1
choake input_files/Othello.txt/1
stoppd input_files/Othello.txt/2
haires input_files/Othello.txt/1
weepst input_files/Othello.txt/1
banish input_files/Othello.txt/1
striue input_files/Othello.txt/1
linger input_files/Othello.txt/1
neerer input_files/Othello.txt/1
angell input_files/Othello.txt/2
entyre input_files/Othello.txt/1
filthy input_files/Othello.txt/2
mockes input_files/Othello.txt/1
graine input_files/Othello.txt/1
twenty input_files/Othello.txt/2
odious input_files/Othello.txt/1
wicked input_files/Othello.txt/1
charme input_files/Othello.txt/2
twaine input_files/Othello.txt/1
pledge input_files/Othello.txt/1
powres input_files/Othello.txt/1
serues input_files/Othello.txt/1
falles input_files/Othello.txt/1
weapon input_files/Othello.txt/5
spaine input_files/Othello.txt/1
temper input_files/Othello.txt/1
smocke input_files/Othello.txt/1
snatch input_files/Othello.txt/1
gulfes input_files/Othello.txt/1
liquid input_files/Othello.txt/1
wrench input_files/Othello.txt/1
nought input_files/Othello.txt/1
demand input_files/Othello.txt/2
pocket input_files/Othello.txt/2
belike input_files/Othello.txt/1
relate input_files/Othello.txt/2
wisely input_files/Othello.txt/1
iudean input_files/Othello.txt/1
pearle input_files/Othello.txt/1
richer input_files/Othello.txt/1
albeit input_files/Othello.txt/1
vnvsed input_files/Othello.txt/1
aleppo input_files/Othello.txt/1
smoate input_files/Othello.txt/1
period input_files/Othello.txt/1
hunger input_files/Othello.txt/1
aboord input_files/Othello.txt/1
actors input_files/Othello.txt/1
juliet input_files/RomeoAndJuliet.txt/65
viewed input_files/RomeoAndJuliet.txt/2
anyone input_files/RomeoAndJuliet.txt/6
almost input_files/RomeoAndJuliet.txt/5
online input_files/RomeoAndJuliet.txt/4
author input_files/RomeoAndJuliet.txt/1
public input_files/RomeoAndJuliet.txt/13
domain input_files/RomeoAndJuliet.txt/9
future input_files/RomeoAndJuliet.txt/6
access input_files/RomeoAndJuliet.txt/12
mellon input_files/RomeoAndJuliet.txt/1
copies input_files/RomeoAndJuliet.txt/9
others input_files/RomeoAndJuliet.txt/9
chorus input_files/RomeoAndJuliet.txt/3
prince input_files/RomeoAndJuliet.txt/36
verona input_files/RomeoAndJuliet.txt/15
houses input_files/RomeoAndJuliet.txt/7
family input_files/RomeoAndJuliet.txt/1
tybalt input_files/RomeoAndJuliet.txt/55
nephew input_files/RomeoAndJuliet.txt/4
friend input_files/RomeoAndJuliet.txt/16
guards input_files/RomeoAndJuliet.txt/1
mantua input_files/RomeoAndJuliet.txt/14
grudge input_files/RomeoAndJuliet.txt/1
mutiny input_files/RomeoAndJuliet.txt/2
lovers input_files/RomeoAndJuliet.txt/8
strife input_files/RomeoAndJuliet.txt/2
naught input_files/RomeoAndJuliet.txt/3
remove input_files/RomeoAndJuliet.txt/5
attend input_files/RomeoAndJuliet.txt/3
strive input_files/RomeoAndJuliet.txt/1
swords input_files/RomeoAndJuliet.txt/5
should input_files/RomeoAndJuliet.txt/51
choler input_files/RomeoAndJuliet.txt/2
collar input_files/RomeoAndJuliet.txt/1
strike input_files/RomeoAndJuliet.txt/5
runnst input_files/RomeoAndJuliet.txt/1
weaker input_files/RomeoAndJuliet.txt/1
thrust input_files/RomeoAndJuliet.txt/3
myself input_files/RomeoAndJuliet.txt/15
tyrant input_files/RomeoAndJuliet.txt/2
fought input_files/RomeoAndJuliet.txt/4
pretty input_files/RomeoAndJuliet.txt/7
weapon input_files/RomeoAndJuliet.txt/2
better input_files/RomeoAndJuliet.txt/12
manage input_files/RomeoAndJuliet.txt/2
coward input_files/RomeoAndJuliet.txt/1
crutch input_files/RomeoAndJuliet.txt/2
beasts input_files/RomeoAndJuliet.txt/1
quench input_files/RomeoAndJuliet.txt/2
purple input_files/RomeoAndJuliet.txt/1
bloody input_files/RomeoAndJuliet.txt/7
ground input_files/RomeoAndJuliet.txt/9
brawls input_files/RomeoAndJuliet.txt/2
thrice input_files/RomeoAndJuliet.txt/1
depart input_files/RomeoAndJuliet.txt/4
common input_files/RomeoAndJuliet.txt/2
exeunt input_files/RomeoAndJuliet.txt/33
withal input_files/RomeoAndJuliet.txt/5
parted input_files/RomeoAndJuliet.txt/1
either input_files/RomeoAndJuliet.txt/10
before input_files/RomeoAndJuliet.txt/22
golden input_files/RomeoAndJuliet.txt/4
window input_files/RomeoAndJuliet.txt/5
abroad input_files/RomeoAndJuliet.txt/4
covert input_files/RomeoAndJuliet.txt/1
sought input_files/RomeoAndJuliet.txt/4
pursud input_files/RomeoAndJuliet.txt/2
humour input_files/RomeoAndJuliet.txt/3
gladly input_files/RomeoAndJuliet.txt/2
shunnd input_files/RomeoAndJuliet.txt/1
adding input_files/RomeoAndJuliet.txt/1
clouds input_files/RomeoAndJuliet.txt/8
steals input_files/RomeoAndJuliet.txt/1
unless input_files/RomeoAndJuliet.txt/10
secret input_files/RomeoAndJuliet.txt/4
spread input_files/RomeoAndJuliet.txt/3
leaves input_files/RomeoAndJuliet.txt/2
beauty input_files/RomeoAndJuliet.txt/11
whence input_files/RomeoAndJuliet.txt/2
please input_files/RomeoAndJuliet.txt/6
denied input_files/RomeoAndJuliet.txt/1
shrift input_files/RomeoAndJuliet.txt/5
morrow input_files/RomeoAndJuliet.txt/6
cousin input_files/RomeoAndJuliet.txt/15
struck input_files/RomeoAndJuliet.txt/2
father input_files/RomeoAndJuliet.txt/25
romeos input_files/RomeoAndJuliet.txt/19
having input_files/RomeoAndJuliet.txt/8
favour input_files/RomeoAndJuliet.txt/2
gentle input_files/RomeoAndJuliet.txt/12
loving input_files/RomeoAndJuliet.txt/6
create input_files/RomeoAndJuliet.txt/1
vanity input_files/RomeoAndJuliet.txt/2
bright input_files/RomeoAndJuliet.txt/5
health input_files/RomeoAndJuliet.txt/1
rather input_files/RomeoAndJuliet.txt/4
hearts input_files/RomeoAndJuliet.txt/10
griefs input_files/RomeoAndJuliet.txt/3
breast input_files/RomeoAndJuliet.txt/6
cupids input_files/RomeoAndJuliet.txt/2
strong input_files/RomeoAndJuliet.txt/3
chaste input_files/RomeoAndJuliet.txt/1
starvd input_files/RomeoAndJuliet.txt/1
wisely input_files/RomeoAndJuliet.txt/5
making input_files/RomeoAndJuliet.txt/3
forget input_files/RomeoAndJuliet.txt/9
giving input_files/RomeoAndJuliet.txt/3
ladies input_files/RomeoAndJuliet.txt/5
cannot input_files/RomeoAndJuliet.txt/25
street input_files/RomeoAndJuliet.txt/6
county input_files/RomeoAndJuliet.txt/19
saying input_files/RomeoAndJuliet.txt/1
change input_files/RomeoAndJuliet.txt/5
wither input_files/RomeoAndJuliet.txt/1
within input_files/RomeoAndJuliet.txt/23
choice input_files/RomeoAndJuliet.txt/2
number input_files/RomeoAndJuliet.txt/5
behold input_files/RomeoAndJuliet.txt/7
heaven input_files/RomeoAndJuliet.txt/28
winter input_files/RomeoAndJuliet.txt/1
treads input_files/RomeoAndJuliet.txt/1
female input_files/RomeoAndJuliet.txt/1
though input_files/RomeoAndJuliet.txt/11
sirrah input_files/RomeoAndJuliet.txt/6
trudge input_files/RomeoAndJuliet.txt/2
meddle input_files/RomeoAndJuliet.txt/1
tailor input_files/RomeoAndJuliet.txt/2
fisher input_files/RomeoAndJuliet.txt/1
pencil input_files/RomeoAndJuliet.txt/1
person input_files/RomeoAndJuliet.txt/6
poison input_files/RomeoAndJuliet.txt/14
broken input_files/RomeoAndJuliet.txt/1
madman input_files/RomeoAndJuliet.txt/2
prison input_files/RomeoAndJuliet.txt/2
whippd input_files/RomeoAndJuliet.txt/1
godden input_files/RomeoAndJuliet.txt/1
fellow input_files/RomeoAndJuliet.txt/9
misery input_files/RomeoAndJuliet.txt/2
lovely input_files/RomeoAndJuliet.txt/2
nieces input_files/RomeoAndJuliet.txt/1
lively input_files/RomeoAndJuliet.txt/1
helena input_files/RomeoAndJuliet.txt/1
supper input_files/RomeoAndJuliet.txt/4
indeed input_files/RomeoAndJuliet.txt/9
asking input_files/RomeoAndJuliet.txt/1
master input_files/RomeoAndJuliet.txt/10
devout input_files/RomeoAndJuliet.txt/1
drownd input_files/RomeoAndJuliet.txt/1
fairer input_files/RomeoAndJuliet.txt/2
scales input_files/RomeoAndJuliet.txt/1
weighd input_files/RomeoAndJuliet.txt/1
wheres input_files/RomeoAndJuliet.txt/6
twelve input_files/RomeoAndJuliet.txt/2
forbid input_files/RomeoAndJuliet.txt/3
mother input_files/RomeoAndJuliet.txt/30
matter input_files/RomeoAndJuliet.txt/6
awhile input_files/RomeoAndJuliet.txt/6
