project input_files/Hamlet.txt/87
iniurie input_files/Othello.txt/2
baboone input_files/Othello.txt/1
gardens input_files/Othello.txt/1
nettels input_files/Othello.txt/1
lettice input_files/Othello.txt/1
supplie input_files/Othello.txt/1
hearbes input_files/Othello.txt/1
manured input_files/Othello.txt/1
natures input_files/Othello.txt/6
motions input_files/Othello.txt/1
carnall input_files/Othello.txt/1
puppies input_files/Othello.txt/1
profest input_files/Othello.txt/1
defeate input_files/Othello.txt/1
violent input_files/Othello.txt/3
locusts input_files/Othello.txt/1
shortly input_files/Othello.txt/3
hearted input_files/Othello.txt/2
reuenge input_files/Othello.txt/8
cuckold input_files/Othello.txt/4
prouide input_files/Othello.txt/1
betimes input_files/Othello.txt/2
cassios input_files/Othello.txt/10
knauery input_files/Othello.txt/1
dispose input_files/Othello.txt/1
thinkes input_files/Othello.txt/4
morties input_files/Othello.txt/1
foaming input_files/Othello.txt/1
chidden input_files/Othello.txt/1
burning input_files/Othello.txt/2
tempest input_files/Othello.txt/3
warlike input_files/Othello.txt/2
heauens input_files/Othello.txt/6
soldier input_files/Othello.txt/2
seaside input_files/Othello.txt/1
vessell input_files/Othello.txt/2
thankes input_files/Othello.txt/1
defence input_files/Othello.txt/1
stoutly input_files/Othello.txt/2
timberd input_files/Othello.txt/1
quirkes input_files/Othello.txt/1
vesture input_files/Othello.txt/1
howling input_files/Othello.txt/1
mortall input_files/Othello.txt/5
letting input_files/Othello.txt/1
footing input_files/Othello.txt/1
aemilia input_files/Othello.txt/26
behinde input_files/Othello.txt/2
tydings input_files/Othello.txt/2
company input_files/Othello.txt/2
infaith input_files/Othello.txt/2
players input_files/Othello.txt/1
wouldst input_files/Othello.txt/5
harbour input_files/Othello.txt/2
pluckes input_files/Othello.txt/1
braines input_files/Othello.txt/4
labours input_files/Othello.txt/1
thereto input_files/Othello.txt/1
foolish input_files/Othello.txt/8
couldst input_files/Othello.txt/1
salmons input_files/Othello.txt/1
suitors input_files/Othello.txt/1
wightes input_files/Othello.txt/1
speakes input_files/Othello.txt/5
rellish input_files/Othello.txt/1
whisper input_files/Othello.txt/2
ensnare input_files/Othello.txt/1
fingers input_files/Othello.txt/2
curtsie input_files/Othello.txt/1
recieue input_files/Othello.txt/1
olympus input_files/Othello.txt/1
stoppes input_files/Othello.txt/2
musicke input_files/Othello.txt/4
amongst input_files/Othello.txt/1
prattle input_files/Othello.txt/1
fashion input_files/Othello.txt/2
coffers input_files/Othello.txt/1
thither input_files/Othello.txt/3
watches input_files/Othello.txt/1
telling input_files/Othello.txt/1
prating input_files/Othello.txt/1
enflame input_files/Othello.txt/1
satiety input_files/Othello.txt/1
requird input_files/Othello.txt/1
compell input_files/Othello.txt/1
granted input_files/Othello.txt/2
vnforcd input_files/Othello.txt/1
eminent input_files/Othello.txt/1
voluble input_files/Othello.txt/1
putting input_files/Othello.txt/2
humaine input_files/Othello.txt/1
slipper input_files/Othello.txt/1
besides input_files/Othello.txt/5
drinkes input_files/Othello.txt/2
pudding input_files/Othello.txt/1
obscure input_files/Othello.txt/1
history input_files/Othello.txt/1
embracd input_files/Othello.txt/1
sodaine input_files/Othello.txt/2
choller input_files/Othello.txt/1
happely input_files/Othello.txt/2
prouoke input_files/Othello.txt/1
shorter input_files/Othello.txt/1
iourney input_files/Othello.txt/1
desires input_files/Othello.txt/4
remoued input_files/Othello.txt/1
beleeut input_files/Othello.txt/1
howbeit input_files/Othello.txt/1
partely input_files/Othello.txt/1
suspect input_files/Othello.txt/6
fayling input_files/Othello.txt/1
hunting input_files/Othello.txt/1
confusd input_files/Othello.txt/1
triumph input_files/Othello.txt/3
offices input_files/Othello.txt/1
fruites input_files/Othello.txt/2
sheetes input_files/Othello.txt/4
measure input_files/Othello.txt/1
offence input_files/Othello.txt/7
flowing input_files/Othello.txt/1
streame input_files/Othello.txt/1
potting input_files/Othello.txt/1
english input_files/Othello.txt/1
sweates input_files/Othello.txt/1
almaine input_files/Othello.txt/1
stephen input_files/Othello.txt/1
renowne input_files/Othello.txt/1
forgiue input_files/Othello.txt/3
equinox input_files/Othello.txt/1
perhaps input_files/Othello.txt/1
ingraft input_files/Othello.txt/1
rascall input_files/Othello.txt/1
mutinie input_files/Othello.txt/1
ariseth input_files/Othello.txt/1
silence input_files/Othello.txt/2
frights input_files/Othello.txt/1
quarter input_files/Othello.txt/1
tilting input_files/Othello.txt/1
peeuish input_files/Othello.txt/2
mouthes input_files/Othello.txt/3
censure input_files/Othello.txt/3
informe input_files/Othello.txt/1
offends input_files/Othello.txt/2
passion input_files/Othello.txt/8
collied input_files/Othello.txt/1
assaies input_files/Othello.txt/1
peoples input_files/Othello.txt/1
priuate input_files/Othello.txt/3
execute input_files/Othello.txt/1
steppes input_files/Othello.txt/1
clamour input_files/Othello.txt/1
returnd input_files/Othello.txt/3
receiud input_files/Othello.txt/3
surgeon input_files/Othello.txt/3
surgery input_files/Othello.txt/1
myselfe input_files/Othello.txt/1
recouer input_files/Othello.txt/2
policie input_files/Othello.txt/2
despisd input_files/Othello.txt/1
deceiue input_files/Othello.txt/2
drunken input_files/Othello.txt/1
swagger input_files/Othello.txt/1
fustian input_files/Othello.txt/1
frankly input_files/Othello.txt/1
hartily input_files/Othello.txt/1
befalne input_files/Othello.txt/2
deuoted input_files/Othello.txt/1
blessed input_files/Othello.txt/1
entreat input_files/Othello.txt/2
protest input_files/Othello.txt/3
proball input_files/Othello.txt/1
simbols input_files/Othello.txt/1
suggest input_files/Othello.txt/1
repaire input_files/Othello.txt/2
pleades input_files/Othello.txt/1
striues input_files/Othello.txt/1
returne input_files/Othello.txt/6
degrees input_files/Othello.txt/1
depends input_files/Othello.txt/1
introth input_files/Othello.txt/3
tertius input_files/Othello.txt/1
general input_files/Othello.txt/1
thereby input_files/Othello.txt/1
whereby input_files/Othello.txt/1
greatly input_files/Othello.txt/1
attends input_files/Othello.txt/1
notifie input_files/Othello.txt/1
procure input_files/Othello.txt/1
accesse input_files/Othello.txt/1
talking input_files/Othello.txt/3
replies input_files/Othello.txt/1
likings input_files/Othello.txt/1
walking input_files/Othello.txt/1
behalfe input_files/Othello.txt/2
greeues input_files/Othello.txt/1
seruant input_files/Othello.txt/1
farther input_files/Othello.txt/2
supplyd input_files/Othello.txt/2
schoole input_files/Othello.txt/1
comming input_files/Othello.txt/3
humbled input_files/Othello.txt/1
tuesday input_files/Othello.txt/2
wensday input_files/Othello.txt/1
mamring input_files/Othello.txt/1
whereon input_files/Othello.txt/2
fancies input_files/Othello.txt/3
ecchost input_files/Othello.txt/1
monster input_files/Othello.txt/6
hideous input_files/Othello.txt/1
criedst input_files/Othello.txt/1
indeede input_files/Othello.txt/3
weighst input_files/Othello.txt/1
trickes input_files/Othello.txt/1
working input_files/Othello.txt/1
intrude input_files/Othello.txt/1
vicious input_files/Othello.txt/1
trouble input_files/Othello.txt/2
manhood input_files/Othello.txt/1
filches input_files/Othello.txt/1
wronger input_files/Othello.txt/1
minutes input_files/Othello.txt/1
soundly input_files/Othello.txt/1
miserie input_files/Othello.txt/1
resolud input_files/Othello.txt/1
merites input_files/Othello.txt/1
franker input_files/Othello.txt/1
receiue input_files/Othello.txt/1
obserue input_files/Othello.txt/3
prankes input_files/Othello.txt/1
straine input_files/Othello.txt/2
grosser input_files/Othello.txt/1
matches input_files/Othello.txt/2
whereto input_files/Othello.txt/1
happily input_files/Othello.txt/1
vnfolds input_files/Othello.txt/1
intreat input_files/Othello.txt/1
ability input_files/Othello.txt/1
fellows input_files/Othello.txt/1
haggard input_files/Othello.txt/1
whistle input_files/Othello.txt/1
declind input_files/Othello.txt/1
releefe input_files/Othello.txt/1
dungeon input_files/Othello.txt/1
destiny input_files/Othello.txt/1
quicken input_files/Othello.txt/2
faintly input_files/Othello.txt/2
wayward input_files/Othello.txt/1
trifles input_files/Othello.txt/1
proofes input_files/Othello.txt/3
poysons input_files/Othello.txt/2
drowsie input_files/Othello.txt/1
syrrups input_files/Othello.txt/1
wanting input_files/Othello.txt/1
pyoners input_files/Othello.txt/1
troopes input_files/Othello.txt/1
engines input_files/Othello.txt/2
occular input_files/Othello.txt/1
slander input_files/Othello.txt/3
torture input_files/Othello.txt/2
abandon input_files/Othello.txt/1
remorse input_files/Othello.txt/2
horrors input_files/Othello.txt/2
greater input_files/Othello.txt/2
begrimd input_files/Othello.txt/1
tedious input_files/Othello.txt/2
sleepes input_files/Othello.txt/1
denoted input_files/Othello.txt/1
thicken input_files/Othello.txt/1
spotted input_files/Othello.txt/2
fraught input_files/Othello.txt/1
tongues input_files/Othello.txt/2
current input_files/Othello.txt/1
swallow input_files/Othello.txt/1
furnish input_files/Othello.txt/1
enquire input_files/Othello.txt/1
edified input_files/Othello.txt/1
hardnes input_files/Othello.txt/1
liberty input_files/Othello.txt/1
fasting input_files/Othello.txt/1
promise input_files/Othello.txt/3
charmer input_files/Othello.txt/1
amiable input_files/Othello.txt/1
loathed input_files/Othello.txt/1
darling input_files/Othello.txt/1
numbred input_files/Othello.txt/1
maidens input_files/Othello.txt/1
founded input_files/Othello.txt/1
insooth input_files/Othello.txt/1
vnhappy input_files/Othello.txt/2
purposd input_files/Othello.txt/1
ransome input_files/Othello.txt/1
patient input_files/Othello.txt/2
suffice input_files/Othello.txt/1
wrangle input_files/Othello.txt/1
bridall input_files/Othello.txt/1
beshrew input_files/Othello.txt/3
warrior input_files/Othello.txt/1
subornd input_files/Othello.txt/1
indited input_files/Othello.txt/1
falsely input_files/Othello.txt/3
answerd input_files/Othello.txt/1
coppied input_files/Othello.txt/1
quartus input_files/Othello.txt/1
veniall input_files/Othello.txt/1
bestowt input_files/Othello.txt/1
essence input_files/Othello.txt/1
memorie input_files/Othello.txt/1
boading input_files/Othello.txt/1
tremble input_files/Othello.txt/1
traunce input_files/Othello.txt/1
temples input_files/Othello.txt/1
breakes input_files/Othello.txt/1
stirres input_files/Othello.txt/2
bearded input_files/Othello.txt/1
nightly input_files/Othello.txt/2
suppose input_files/Othello.txt/1
knowing input_files/Othello.txt/1
shallbe input_files/Othello.txt/1
shifted input_files/Othello.txt/1
extasie input_files/Othello.txt/1
promisd input_files/Othello.txt/1
fleeres input_files/Othello.txt/1
notable input_files/Othello.txt/2
scornes input_files/Othello.txt/1
gesture input_files/Othello.txt/1
spleene input_files/Othello.txt/1
huswife input_files/Othello.txt/1
selling input_files/Othello.txt/1
excesse input_files/Othello.txt/1
biancas input_files/Othello.txt/1
laughes input_files/Othello.txt/2
romaine input_files/Othello.txt/1
monkeys input_files/Othello.txt/2
becomes input_files/Othello.txt/1
iesture input_files/Othello.txt/1
imports input_files/Othello.txt/2
fitchew input_files/Othello.txt/1
perfumd input_files/Othello.txt/1
prepard input_files/Othello.txt/1
murther input_files/Othello.txt/11
killing input_files/Othello.txt/3
sweeter input_files/Othello.txt/1
pattent input_files/Othello.txt/1
pleases input_files/Othello.txt/1
deserud input_files/Othello.txt/1
beleeud input_files/Othello.txt/1
subtile input_files/Othello.txt/1
closset input_files/Othello.txt/1
secrets input_files/Othello.txt/1
mystery input_files/Othello.txt/2
diuells input_files/Othello.txt/1
calling input_files/Othello.txt/1
garnerd input_files/Othello.txt/1
currant input_files/Othello.txt/1
blowing input_files/Othello.txt/1
smellst input_files/Othello.txt/1
cheekes input_files/Othello.txt/1
cynders input_files/Othello.txt/1
wedding input_files/Othello.txt/1
smallst input_files/Othello.txt/1
chiding input_files/Othello.txt/1
bewhord input_files/Othello.txt/1
throwne input_files/Othello.txt/1
cogging input_files/Othello.txt/1
thoudst input_files/Othello.txt/1
actuall input_files/Othello.txt/1
deerely input_files/Othello.txt/1
vanitie input_files/Othello.txt/1
suffred input_files/Othello.txt/1
appeerd input_files/Othello.txt/2
courage input_files/Othello.txt/1
lingred input_files/Othello.txt/1
gentler input_files/Othello.txt/1
bidding input_files/Othello.txt/1
wearing input_files/Othello.txt/1
frownes input_files/Othello.txt/1
forsake input_files/Othello.txt/2
singing input_files/Othello.txt/2
murmurd input_files/Othello.txt/1
softned input_files/Othello.txt/1
garland input_files/Othello.txt/1
weeping input_files/Othello.txt/1
neyther input_files/Othello.txt/1
monarch input_files/Othello.txt/1
venture input_files/Othello.txt/1
quickly input_files/Othello.txt/1
vantage input_files/Othello.txt/1
frailty input_files/Othello.txt/2
quintus input_files/Othello.txt/1
reasons input_files/Othello.txt/1
remaine input_files/Othello.txt/1
vnblest input_files/Othello.txt/1
blotted input_files/Othello.txt/1
whoring input_files/Othello.txt/1
starres input_files/Othello.txt/1
flaming input_files/Othello.txt/1
restore input_files/Othello.txt/1
sorrows input_files/Othello.txt/1
strikes input_files/Othello.txt/1
periury input_files/Othello.txt/1
periurd input_files/Othello.txt/1
confest input_files/Othello.txt/4
betrayd input_files/Othello.txt/1
moouing input_files/Othello.txt/1
eclipse input_files/Othello.txt/1
yonders input_files/Othello.txt/1
murderd input_files/Othello.txt/1
commend input_files/Othello.txt/1
murdred input_files/Othello.txt/1
blacker input_files/Othello.txt/1
stickes input_files/Othello.txt/1
villany input_files/Othello.txt/8
villain input_files/Othello.txt/2
amorous input_files/Othello.txt/1
antique input_files/Othello.txt/1
speakst input_files/Othello.txt/1
solemne input_files/Othello.txt/1
belongd input_files/Othello.txt/1
stealet input_files/Othello.txt/1
thunder input_files/Othello.txt/1
outliue input_files/Othello.txt/1
brookes input_files/Othello.txt/1
assault input_files/Othello.txt/1
affraid input_files/Othello.txt/1
weapond input_files/Othello.txt/1
dismaid input_files/Othello.txt/1
retires input_files/Othello.txt/1
towards input_files/Othello.txt/1
ensnard input_files/Othello.txt/1
melting input_files/Othello.txt/1
arabian input_files/Othello.txt/1
traducd input_files/Othello.txt/1
sparton input_files/Othello.txt/1
anguish input_files/Othello.txt/1
loading input_files/Othello.txt/1
hellish input_files/Othello.txt/1
inforce input_files/Othello.txt/1
saylors input_files/Othello.txt/1
project input_files/RomeoAndJuliet.txt/90
william input_files/RomeoAndJuliet.txt/8
methods input_files/RomeoAndJuliet.txt/2
edition input_files/RomeoAndJuliet.txt/2
license input_files/RomeoAndJuliet.txt/15
posting input_files/RomeoAndJuliet.txt/1
release input_files/RomeoAndJuliet.txt/1
english input_files/RomeoAndJuliet.txt/1
library input_files/RomeoAndJuliet.txt/7
reading input_files/RomeoAndJuliet.txt/2
however input_files/RomeoAndJuliet.txt/2
neither input_files/RomeoAndJuliet.txt/3
charges input_files/RomeoAndJuliet.txt/4
allowed input_files/RomeoAndJuliet.txt/1
tragedy input_files/RomeoAndJuliet.txt/2
version input_files/RomeoAndJuliet.txt/2
machine input_files/RomeoAndJuliet.txt/2
service input_files/RomeoAndJuliet.txt/2
escalus input_files/RomeoAndJuliet.txt/2
kinsman input_files/RomeoAndJuliet.txt/13
capulet input_files/RomeoAndJuliet.txt/33
servant input_files/RomeoAndJuliet.txt/7
sampson input_files/RomeoAndJuliet.txt/4
gregory input_files/RomeoAndJuliet.txt/6
juliets input_files/RomeoAndJuliet.txt/7
officer input_files/RomeoAndJuliet.txt/3
maskers input_files/RomeoAndJuliet.txt/5
dignity input_files/RomeoAndJuliet.txt/1
ancient input_files/RomeoAndJuliet.txt/9
unclean input_files/RomeoAndJuliet.txt/1
piteous input_files/RomeoAndJuliet.txt/5
parents input_files/RomeoAndJuliet.txt/2
fearful input_files/RomeoAndJuliet.txt/7
passage input_files/RomeoAndJuliet.txt/1
traffic input_files/RomeoAndJuliet.txt/1
patient input_files/RomeoAndJuliet.txt/3
quickly input_files/RomeoAndJuliet.txt/5
valiant input_files/RomeoAndJuliet.txt/2
weakest input_files/RomeoAndJuliet.txt/1
vessels input_files/RomeoAndJuliet.txt/1
quarrel input_files/RomeoAndJuliet.txt/11
between input_files/RomeoAndJuliet.txt/3
masters input_files/RomeoAndJuliet.txt/3
kinsmen input_files/RomeoAndJuliet.txt/4
villain input_files/RomeoAndJuliet.txt/17
enemies input_files/RomeoAndJuliet.txt/2
issuing input_files/RomeoAndJuliet.txt/1
torture input_files/RomeoAndJuliet.txt/4
weapons input_files/RomeoAndJuliet.txt/2
streets input_files/RomeoAndJuliet.txt/4
veronas input_files/RomeoAndJuliet.txt/2
cankred input_files/RomeoAndJuliet.txt/2
disturb input_files/RomeoAndJuliet.txt/2
forfeit input_files/RomeoAndJuliet.txt/2
farther input_files/RomeoAndJuliet.txt/3
abroach input_files/RomeoAndJuliet.txt/1
instant input_files/RomeoAndJuliet.txt/1
prepard input_files/RomeoAndJuliet.txt/1
breathd input_files/RomeoAndJuliet.txt/2
nothing input_files/RomeoAndJuliet.txt/14
thrusts input_files/RomeoAndJuliet.txt/2
rooteth input_files/RomeoAndJuliet.txt/1
walking input_files/RomeoAndJuliet.txt/1
towards input_files/RomeoAndJuliet.txt/4
morning input_files/RomeoAndJuliet.txt/8
auroras input_files/RomeoAndJuliet.txt/1
private input_files/RomeoAndJuliet.txt/2
chamber input_files/RomeoAndJuliet.txt/9
himself input_files/RomeoAndJuliet.txt/10
windows input_files/RomeoAndJuliet.txt/2
counsel input_files/RomeoAndJuliet.txt/8
envious input_files/RomeoAndJuliet.txt/6
sorrows input_files/RomeoAndJuliet.txt/2
sadness input_files/RomeoAndJuliet.txt/4
muffled input_files/RomeoAndJuliet.txt/1
without input_files/RomeoAndJuliet.txt/21
serious input_files/RomeoAndJuliet.txt/1
feather input_files/RomeoAndJuliet.txt/1
madness input_files/RomeoAndJuliet.txt/1
choking input_files/RomeoAndJuliet.txt/1
supposd input_files/RomeoAndJuliet.txt/2
markman input_files/RomeoAndJuliet.txt/1
soonest input_files/RomeoAndJuliet.txt/1
unharmd input_files/RomeoAndJuliet.txt/1
sparing input_files/RomeoAndJuliet.txt/1
despair input_files/RomeoAndJuliet.txt/2
liberty input_files/RomeoAndJuliet.txt/3
examine input_files/RomeoAndJuliet.txt/2
passing input_files/RomeoAndJuliet.txt/2
penalty input_files/RomeoAndJuliet.txt/1
summers input_files/RomeoAndJuliet.txt/2
younger input_files/RomeoAndJuliet.txt/2
mothers input_files/RomeoAndJuliet.txt/2
hopeful input_files/RomeoAndJuliet.txt/1
consent input_files/RomeoAndJuliet.txt/5
whereto input_files/RomeoAndJuliet.txt/1
invited input_files/RomeoAndJuliet.txt/1
welcome input_files/RomeoAndJuliet.txt/8
comfort input_files/RomeoAndJuliet.txt/10
limping input_files/RomeoAndJuliet.txt/1
delight input_files/RomeoAndJuliet.txt/3
inherit input_files/RomeoAndJuliet.txt/1
through input_files/RomeoAndJuliet.txt/10
persons input_files/RomeoAndJuliet.txt/2
written input_files/RomeoAndJuliet.txt/8
painter input_files/RomeoAndJuliet.txt/1
writing input_files/RomeoAndJuliet.txt/4
learned input_files/RomeoAndJuliet.txt/2
burning input_files/RomeoAndJuliet.txt/2
anguish input_files/RomeoAndJuliet.txt/1
turning input_files/RomeoAndJuliet.txt/2
fortune input_files/RomeoAndJuliet.txt/7
perhaps input_files/RomeoAndJuliet.txt/1
letters input_files/RomeoAndJuliet.txt/6
signior input_files/RomeoAndJuliet.txt/4
martino input_files/RomeoAndJuliet.txt/1
anselmo input_files/RomeoAndJuliet.txt/1
sisters input_files/RomeoAndJuliet.txt/1
brother input_files/RomeoAndJuliet.txt/5
whither input_files/RomeoAndJuliet.txt/2
admired input_files/RomeoAndJuliet.txt/1
thither input_files/RomeoAndJuliet.txt/4
compare input_files/RomeoAndJuliet.txt/3
herself input_files/RomeoAndJuliet.txt/6
crystal input_files/RomeoAndJuliet.txt/1
against input_files/RomeoAndJuliet.txt/11
shining input_files/RomeoAndJuliet.txt/1
rejoice input_files/RomeoAndJuliet.txt/2
knowest input_files/RomeoAndJuliet.txt/5
sitting input_files/RomeoAndJuliet.txt/2
waddled input_files/RomeoAndJuliet.txt/1
husband input_files/RomeoAndJuliet.txt/13
holidam input_files/RomeoAndJuliet.txt/1
warrant input_files/RomeoAndJuliet.txt/11
stinted input_files/RomeoAndJuliet.txt/2
married input_files/RomeoAndJuliet.txt/19
already input_files/RomeoAndJuliet.txt/6
beautys input_files/RomeoAndJuliet.txt/2
another input_files/RomeoAndJuliet.txt/11
content input_files/RomeoAndJuliet.txt/3
obscurd input_files/RomeoAndJuliet.txt/1
margent input_files/RomeoAndJuliet.txt/1
unbound input_files/RomeoAndJuliet.txt/1
possess input_files/RomeoAndJuliet.txt/1
briefly input_files/RomeoAndJuliet.txt/1
looking input_files/RomeoAndJuliet.txt/1
beseech input_files/RomeoAndJuliet.txt/7
apology input_files/RomeoAndJuliet.txt/1
bearing input_files/RomeoAndJuliet.txt/1
tartars input_files/RomeoAndJuliet.txt/1
painted input_files/RomeoAndJuliet.txt/1
scaring input_files/RomeoAndJuliet.txt/1
faintly input_files/RomeoAndJuliet.txt/1
measure input_files/RomeoAndJuliet.txt/7
ambling input_files/RomeoAndJuliet.txt/1
believe input_files/RomeoAndJuliet.txt/4
dancing input_files/RomeoAndJuliet.txt/2
burthen input_files/RomeoAndJuliet.txt/3
curious input_files/RomeoAndJuliet.txt/1
wantons input_files/RomeoAndJuliet.txt/2
wherein input_files/RomeoAndJuliet.txt/1
stickst input_files/RomeoAndJuliet.txt/1
meaning input_files/RomeoAndJuliet.txt/3
tonight input_files/RomeoAndJuliet.txt/15
fairies input_files/RomeoAndJuliet.txt/2
midwife input_files/RomeoAndJuliet.txt/1
atomies input_files/RomeoAndJuliet.txt/1
athwart input_files/RomeoAndJuliet.txt/1
spiders input_files/RomeoAndJuliet.txt/1
collars input_files/RomeoAndJuliet.txt/1
wagoner input_files/RomeoAndJuliet.txt/2
chariot input_files/RomeoAndJuliet.txt/1
gallops input_files/RomeoAndJuliet.txt/2
cursies input_files/RomeoAndJuliet.txt/1
lawyers input_files/RomeoAndJuliet.txt/1
fingers input_files/RomeoAndJuliet.txt/5
plagues input_files/RomeoAndJuliet.txt/1
because input_files/RomeoAndJuliet.txt/11
breaths input_files/RomeoAndJuliet.txt/1
tainted input_files/RomeoAndJuliet.txt/1
parsons input_files/RomeoAndJuliet.txt/1
driveth input_files/RomeoAndJuliet.txt/1
cutting input_files/RomeoAndJuliet.txt/1
foreign input_files/RomeoAndJuliet.txt/1
throats input_files/RomeoAndJuliet.txt/1
spanish input_files/RomeoAndJuliet.txt/1
healths input_files/RomeoAndJuliet.txt/1
presses input_files/RomeoAndJuliet.txt/2
fantasy input_files/RomeoAndJuliet.txt/1
hanging input_files/RomeoAndJuliet.txt/1
napkins input_files/RomeoAndJuliet.txt/1
manners input_files/RomeoAndJuliet.txt/2
unwashd input_files/RomeoAndJuliet.txt/1
anthony input_files/RomeoAndJuliet.txt/1
cheerly input_files/RomeoAndJuliet.txt/2
nuptial input_files/RomeoAndJuliet.txt/1
torches input_files/RomeoAndJuliet.txt/2
ethiops input_files/RomeoAndJuliet.txt/1
fellows input_files/RomeoAndJuliet.txt/4
blessed input_files/RomeoAndJuliet.txt/5
respect input_files/RomeoAndJuliet.txt/2
goodman input_files/RomeoAndJuliet.txt/1
princox input_files/RomeoAndJuliet.txt/1
meeting input_files/RomeoAndJuliet.txt/1
tremble input_files/RomeoAndJuliet.txt/2
seeming input_files/RomeoAndJuliet.txt/3
convert input_files/RomeoAndJuliet.txt/2
profane input_files/RomeoAndJuliet.txt/1
pilgrim input_files/RomeoAndJuliet.txt/2
palmers input_files/RomeoAndJuliet.txt/2
prayers input_files/RomeoAndJuliet.txt/3
sweetly input_files/RomeoAndJuliet.txt/1
account input_files/RomeoAndJuliet.txt/2
prepare input_files/RomeoAndJuliet.txt/7
foolish input_files/RomeoAndJuliet.txt/2
banquet input_files/RomeoAndJuliet.txt/1
tiberio input_files/RomeoAndJuliet.txt/1
follows input_files/RomeoAndJuliet.txt/1
wedding input_files/RomeoAndJuliet.txt/5
unknown input_files/RomeoAndJuliet.txt/1
loathed input_files/RomeoAndJuliet.txt/2
breathe input_files/RomeoAndJuliet.txt/1
beloved input_files/RomeoAndJuliet.txt/1
passion input_files/RomeoAndJuliet.txt/3
extreme input_files/RomeoAndJuliet.txt/1
orchard input_files/RomeoAndJuliet.txt/7
forward input_files/RomeoAndJuliet.txt/1
conjure input_files/RomeoAndJuliet.txt/4
humours input_files/RomeoAndJuliet.txt/1
heareth input_files/RomeoAndJuliet.txt/1
scarlet input_files/RomeoAndJuliet.txt/2
strange input_files/RomeoAndJuliet.txt/6
letting input_files/RomeoAndJuliet.txt/1
conjurd input_files/RomeoAndJuliet.txt/1
medlars input_files/RomeoAndJuliet.txt/1
fairest input_files/RomeoAndJuliet.txt/1
entreat input_files/RomeoAndJuliet.txt/2
twinkle input_files/RomeoAndJuliet.txt/1
spheres input_files/RomeoAndJuliet.txt/1
mortals input_files/RomeoAndJuliet.txt/2
thyself input_files/RomeoAndJuliet.txt/7
baptizd input_files/RomeoAndJuliet.txt/1
hateful input_files/RomeoAndJuliet.txt/4
hundred input_files/RomeoAndJuliet.txt/3
tongues input_files/RomeoAndJuliet.txt/2
dislike input_files/RomeoAndJuliet.txt/1
attempt input_files/RomeoAndJuliet.txt/1
murther input_files/RomeoAndJuliet.txt/6
wanting input_files/RomeoAndJuliet.txt/2
foundst input_files/RomeoAndJuliet.txt/1
enquire input_files/RomeoAndJuliet.txt/2
bepaint input_files/RomeoAndJuliet.txt/1
swearst input_files/RomeoAndJuliet.txt/1
haviour input_files/RomeoAndJuliet.txt/1
cunning input_files/RomeoAndJuliet.txt/2
confess input_files/RomeoAndJuliet.txt/3
monthly input_files/RomeoAndJuliet.txt/1
changes input_files/RomeoAndJuliet.txt/1
circled input_files/RomeoAndJuliet.txt/1
request input_files/RomeoAndJuliet.txt/2
wouldst input_files/RomeoAndJuliet.txt/4
purpose input_files/RomeoAndJuliet.txt/5
procure input_files/RomeoAndJuliet.txt/1
perform input_files/RomeoAndJuliet.txt/2
meanest input_files/RomeoAndJuliet.txt/1
byandby input_files/RomeoAndJuliet.txt/5
bondage input_files/RomeoAndJuliet.txt/1
softest input_files/RomeoAndJuliet.txt/1
company input_files/RomeoAndJuliet.txt/6
twisted input_files/RomeoAndJuliet.txt/1
parting input_files/RomeoAndJuliet.txt/1
ghostly input_files/RomeoAndJuliet.txt/4
fathers input_files/RomeoAndJuliet.txt/4
greyeyd input_files/RomeoAndJuliet.txt/1
eastern input_files/RomeoAndJuliet.txt/1
streaks input_files/RomeoAndJuliet.txt/2
flecked input_files/RomeoAndJuliet.txt/1
advance input_files/RomeoAndJuliet.txt/1
baleful input_files/RomeoAndJuliet.txt/1
flowers input_files/RomeoAndJuliet.txt/6
natures input_files/RomeoAndJuliet.txt/2
burying input_files/RomeoAndJuliet.txt/1
sucking input_files/RomeoAndJuliet.txt/1
natural input_files/RomeoAndJuliet.txt/2
virtues input_files/RomeoAndJuliet.txt/1
special input_files/RomeoAndJuliet.txt/2
straind input_files/RomeoAndJuliet.txt/1
revolts input_files/RomeoAndJuliet.txt/1
opposed input_files/RomeoAndJuliet.txt/1
uprousd input_files/RomeoAndJuliet.txt/1
truethe input_files/RomeoAndJuliet.txt/1
sweeter input_files/RomeoAndJuliet.txt/1
wounded input_files/RomeoAndJuliet.txt/2
plainly input_files/RomeoAndJuliet.txt/1
combind input_files/RomeoAndJuliet.txt/1
combine input_files/RomeoAndJuliet.txt/1
francis input_files/RomeoAndJuliet.txt/2
waverer input_files/RomeoAndJuliet.txt/1
rancour input_files/RomeoAndJuliet.txt/1
stumble input_files/RomeoAndJuliet.txt/1
bowboys input_files/RomeoAndJuliet.txt/1
captain input_files/RomeoAndJuliet.txt/1
butcher input_files/RomeoAndJuliet.txt/1
passado input_files/RomeoAndJuliet.txt/2
reverse input_files/RomeoAndJuliet.txt/2
lisping input_files/RomeoAndJuliet.txt/1
herring input_files/RomeoAndJuliet.txt/1
numbers input_files/RomeoAndJuliet.txt/1
kitchen input_files/RomeoAndJuliet.txt/1
